,Player,Link,StartYear,EndYear,Position,Tenure,Height,Weight,Birthday,All_Star_apps,All_NBA_apps,All_Def_apps,HOF,Games,PPG,TRPG,APG,FG_pct,3_pt_pct,FT_pct,eFG_pct,PER,WS,Avg Games Played,> Avg Games
495,Kevin Grevey,/players/g/greveke01.html,1976,1985,GF,9,196,95,1953-05-12,0,0,0,0,672,11.0,2.4,1.9,43.7,33.4,81.7,44.8,12.9,26.5,74.66666666666667,1
496,Adrian Griffin,/players/g/griffad01.html,2000,2008,GF,8,196,98,1974-07-04,0,0,0,0,477,4.0,3.2,1.4,43.8,27.8,76.3,45.2,11.8,16.3,59.625,0
497,Eddie Griffin,/players/g/griffed01.html,2002,2007,FC,5,208,99,1982-05-30,0,0,0,0,303,7.2,5.8,0.8,37.7,31.5,67.1,43.0,14.3,10.9,60.6,0
498,Paul Griffin,/players/g/griffpa01.html,1977,1983,FC,6,206,92,1954-01-20,0,0,0,0,480,5.1,5.5,2.3,50.5,-,69.2,50.5,11.9,19.6,80.0,1
499,Darrell Griffith,/players/g/griffda01.html,1981,1991,G,10,193,86,1958-06-16,0,0,0,0,765,16.2,3.3,2.1,46.3,33.2,70.7,48.7,14.6,22.0,76.5,1
500,Bob Gross,/players/g/grossbo01.html,1976,1983,FG,7,198,90,1953-08-03,0,0,0,0,513,8.9,4.4,2.9,51.2,17.9,79.8,51.2,14.7,30.7,73.28571428571429,1
501,Ernie Grunfeld,/players/g/grunfer01.html,1978,1986,GF,8,198,95,1955-04-24,0,0,0,0,693,7.4,2.6,2.0,47.7,33.7,77.0,48.1,12.7,25.0,86.625,1
502,Pétur Guðmundsson,/players/g/gudmupe01.html,1982,1989,C,7,218,117,1958-10-30,0,0,0,0,150,4.6,3.8,1.0,49.4,50.0,75.4,49.5,10.6,2.1,21.428571428571427,0
504,Tom Gugliotta,/players/g/guglito01.html,1993,2005,F,12,208,108,1969-12-19,1,0,0,0,763,13.0,7.3,2.8,45.1,28.4,75.7,46.3,15.9,40.2,63.583333333333336,1
506,Cliff Hagan,/players/h/hagancl01.html,1957,1970,FG,13,193,95,1931-12-09,6,2,0,Hall of Fame,839,17.7,6.6,3.2,45.4,0.0,79.9,45.4,19.8,85.3,64.53846153846153,1
508,Marcus Haislip,/players/h/haislma01.html,2003,2010,F,7,208,104,1980-12-22,0,0,0,0,89,3.5,1.5,0.2,43.7,35.0,65.9,44.9,10.8,0.5,12.714285714285714,0
509,Jack Haley,/players/h/haleyja01.html,1989,1998,CF,9,208,108,1964-01-27,0,0,0,0,341,3.5,2.7,0.2,42.5,0.0,65.5,42.5,9.7,2.9,37.888888888888886,0
510,Darvin Ham,/players/h/hamda01.html,1997,2005,F,8,201,99,1973-07-23,0,0,0,0,417,2.7,2.3,0.5,51.8,25.0,49.4,52.0,9.0,5.6,52.125,0
511,Joe Hamilton,/players/h/hamiljo01.html,1971,1976,G,5,178,72,1948-07-05,0,0,0,0,344,12.0,2.6,3.5,40.8,31.2,80.7,44.0,13.3,12.4,68.8,1
512,Richard Hamilton,/players/h/hamilri01.html,2000,2013,GF,13,198,83,1978-02-14,3,0,0,0,921,17.1,3.1,3.4,44.9,34.6,85.2,46.9,16.5,62.8,70.84615384615384,1
513,Zendon Hamilton,/players/h/hamilze01.html,2001,2006,CF,5,211,113,1975-04-27,0,0,0,0,134,4.4,3.5,0.2,44.0,-,66.0,44.0,14.0,3.0,26.8,0
514,Tom Hammonds,/players/h/hammoto01.html,1990,2001,F,11,206,97,1967-03-27,0,0,0,0,687,5.3,3.3,0.6,48.0,0.0,69.1,48.0,11.0,14.7,62.45454545454545,1
516,Tyler Hansbrough,/players/h/hansbty01.html,2010,2016,F,6,206,113,1985-11-03,0,0,0,0,428,6.7,4.2,0.4,43.9,13.6,73.8,44.0,14.8,20.2,71.33333333333333,1
517,Bob Hansen,/players/h/hansebo01.html,1984,1992,G,8,198,86,1961-01-18,0,0,0,0,575,6.9,2.2,1.6,46.8,32.3,66.2,49.1,10.0,15.4,71.875,1
518,Bill Hanzlik,/players/h/hanzlbi01.html,1981,1990,GF,9,201,83,1957-12-06,0,0,0,0,748,7.2,2.8,2.8,43.4,21.3,78.1,43.9,11.2,24.7,83.11111111111111,1
519,Anfernee Hardaway,/players/h/hardaan01.html,1994,2008,GF,14,201,88,1971-07-18,4,3,0,0,704,15.2,4.5,5.0,45.8,31.6,77.4,48.6,17.4,61.9,50.285714285714285,0
520,Tim Hardaway,/players/h/hardati01.html,1990,2003,G,13,183,79,1966-09-01,5,5,0,0,867,17.7,3.3,8.2,43.1,35.5,78.2,49.0,18.6,85.0,66.6923076923077,1
521,Ira Harge,/players/h/hargeir01.html,1968,1973,C,5,206,102,1941-03-14,0,0,0,0,427,10.3,11.6,1.7,45.0,33.3,66.1,45.0,12.5,16.3,85.4,1
522,Jerry Harkness,/players/h/harknje01.html,1964,1969,G,5,188,79,1940-05-07,0,0,0,0,86,7.2,2.7,1.8,44.0,20.0,66.5,44.1,13.8,3.4,17.2,0
523,Derek Harper,/players/h/harpede01.html,1984,1999,G,15,193,83,1961-10-13,0,0,2,0,1199,13.3,2.4,5.5,46.3,35.4,74.5,50.3,16.0,86.8,79.93333333333334,1
524,Ron Harper,/players/h/harpero01.html,1987,2001,GF,14,198,83,1964-01-20,0,0,0,0,1009,13.8,4.3,3.9,44.6,28.9,72.0,46.8,15.6,65.8,72.07142857142857,1
525,Matt Harpring,/players/h/harprma01.html,1999,2009,F,10,201,104,1976-05-31,0,0,0,0,665,11.5,5.1,1.4,48.1,33.3,75.3,49.4,15.3,41.9,66.5,1
526,Al Harrington,/players/h/harrial01.html,1999,2014,F,15,206,104,1980-02-17,0,0,0,0,981,13.5,5.6,1.7,44.4,35.2,72.7,48.7,14.3,42.5,65.4,1
527,Othella Harrington,/players/h/harriot01.html,1997,2008,FC,11,206,106,1974-01-31,0,0,0,0,709,7.4,4.4,0.6,50.5,0.0,73.8,50.5,12.5,23.1,64.45454545454545,1
528,Lucious Harris,/players/h/harrilu01.html,1994,2005,G,11,196,86,1970-12-18,0,0,0,0,800,7.2,2.3,1.4,42.6,34.8,79.0,46.5,12.8,28.7,72.72727272727273,1
529,Mike Harris,/players/h/harrimi01.html,2008,2014,F,6,198,108,1983-06-15,0,0,0,0,54,3.4,2.1,0.2,46.4,0.0,78.2,46.4,14.4,1.0,9.0,0
531,Jason Hart,/players/h/hartja01.html,2001,2010,G,9,190,83,1978-04-29,0,0,0,0,341,4.8,1.7,2.3,41.7,31.5,78.8,43.9,12.2,8.6,37.888888888888886,0
532,Antonio Harvey,/players/h/harvean01.html,1994,2003,FC,9,211,102,1970-07-06,0,0,0,0,187,3.0,2.3,0.3,40.7,33.3,51.1,40.8,9.7,0.3,20.77777777777778,0
534,Trenton Hassell,/players/h/hassetr01.html,2002,2010,G,8,196,90,1979-03-04,0,0,0,0,644,5.8,2.8,1.8,44.5,31.8,76.5,45.9,8.4,13.8,80.5,1
535,Joe Hassett,/players/h/hassejo01.html,1978,1983,G,5,196,81,1955-09-11,0,0,0,0,292,5.9,1.1,1.3,42.1,33.6,86.1,47.8,12.9,6.4,58.4,0
536,Scott Hastings,/players/h/hastisc01.html,1983,1993,FC,10,208,106,1960-06-03,0,0,0,0,578,2.8,2.2,0.5,44.1,29.2,81.1,45.2,9.2,9.8,57.8,0
538,Steve Hawes,/players/h/hawesst01.html,1975,1984,CF,9,206,99,1950-05-26,0,0,0,0,688,8.4,6.2,1.9,48.3,29.8,79.0,48.5,14.3,37.1,76.44444444444444,1
539,Connie Hawkins,/players/h/hawkico01.html,1968,1976,FC,8,203,95,1942-07-17,5,0,0,Hall of Fame,616,18.7,8.8,4.1,47.9,16.1,77.9,48.0,19.9,76.7,77.0,1
540,Hersey Hawkins,/players/h/hawkihe01.html,1989,2001,G,12,190,86,1966-09-29,1,0,0,0,983,14.7,3.6,2.9,46.1,39.4,87.0,51.8,16.3,90.6,81.91666666666667,1
542,Chuck Hayes,/players/h/hayesch01.html,2006,2016,FC,10,198,108,1983-06-11,0,0,0,0,644,3.7,5.0,1.2,49.8,0.0,62.0,49.8,12.2,28.8,64.4,1
543,Elvin Hayes,/players/h/hayesel01.html,1969,1984,FC,15,206,106,1945-11-17,12,6,2,Hall of Fame,1303,21.0,12.5,1.8,45.2,14.7,67.0,45.2,17.7,120.8,86.86666666666666,1
544,Jarvis Hayes,/players/h/hayesja01.html,2004,2010,F,6,201,99,1981-08-09,0,0,0,0,427,8.3,3.1,1.1,41.5,35.6,79.8,47.4,10.8,10.2,71.16666666666667,1
545,Brendan Haywood,/players/h/haywobr01.html,2002,2015,C,13,213,121,1979-11-27,0,0,0,0,816,6.8,6.0,0.5,52.8,0.0,58.7,52.8,14.6,43.8,62.76923076923077,1
546,Spencer Haywood,/players/h/haywosp01.html,1970,1983,FC,13,203,102,1949-04-22,5,4,0,Hall of Fame,844,20.3,10.3,1.8,46.9,5.3,79.6,46.9,19.1,78.5,64.92307692307692,1
548,Luther Head,/players/h/headlu01.html,2006,2011,G,5,190,83,1982-11-26,0,0,0,0,348,8.2,2.4,2.1,42.3,38.8,77.3,51.5,12.3,14.7,69.6,1
549,Shane Heal,/players/h/healsh01.html,1997,2004,G,7,183,81,1970-09-06,0,0,0,0,49,2.0,0.4,0.8,27.3,28.9,70.0,37.2,5.0,-0.4,7.0,0
550,Gar Heard,/players/h/heardga01.html,1971,1981,F,10,198,99,1948-05-03,0,0,0,0,787,8.7,7.5,1.6,41.4,0.0,65.4,41.4,13.1,27.0,78.7,1
552,Alan Henderson,/players/h/hendeal01.html,1996,2007,F,11,206,106,1972-12-02,0,0,0,0,652,7.8,5.0,0.6,46.9,19.2,63.9,46.9,14.5,28.0,59.27272727272727,0
553,Gerald Henderson,/players/h/hendege01.html,1980,1992,G,12,188,79,1956-01-16,0,0,0,0,871,8.9,1.7,3.6,47.2,33.2,77.6,48.7,13.4,32.1,72.58333333333333,1
554,Tom Henderson,/players/h/hendeto01.html,1975,1983,G,8,190,86,1952-01-26,0,0,0,0,650,9.4,2.3,4.8,43.3,0.0,73.9,43.3,12.8,22.1,81.25,1
555,Steve Henson,/players/h/hensost01.html,1991,1999,G,8,180,80,1968-02-02,0,0,0,0,238,3.1,0.7,2.0,40.3,43.2,86.9,48.6,11.5,3.8,29.75,0
557,Carl Herrera,/players/h/herreca01.html,1992,1999,F,7,206,97,1966-12-14,0,0,0,0,465,5.3,3.6,0.6,47.6,14.3,64.3,47.6,10.5,9.0,66.42857142857143,1
560,Art Heyman,/players/h/heymaar01.html,1964,1970,FG,6,196,92,1941-06-24,0,0,0,0,310,13.0,4.7,2.8,42.7,28.1,70.3,43.8,16.0,19.3,51.666666666666664,0
561,J.J. Hickson,/players/h/hicksjj01.html,2009,2016,FC,7,206,109,1988-09-04,0,0,0,0,534,9.5,6.8,0.8,50.5,0.0,61.7,50.5,16.1,21.9,76.28571428571429,1
562,Rod Higgins,/players/h/higgiro01.html,1983,1995,F,12,201,90,1960-01-31,0,0,0,0,779,9.0,3.6,1.6,46.5,34.2,80.8,49.8,13.5,37.8,64.91666666666667,1
563,Sean Higgins,/players/h/higgise01.html,1991,1998,GF,7,206,92,1968-12-30,0,0,0,0,220,6.3,1.8,1.0,42.8,32.1,85.0,46.4,9.5,0.4,31.428571428571427,0
564,Wayne Hightower,/players/h/hightwa01.html,1963,1972,FC,9,203,87,1940-01-14,1,0,0,0,565,11.6,7.0,1.7,38.1,0.0,75.2,38.1,13.1,18.8,62.77777777777778,1
565,Armond Hill,/players/h/hillar01.html,1977,1984,G,7,193,86,1953-03-31,0,0,0,0,468,6.9,2.0,4.7,40.8,7.7,82.9,40.8,10.2,11.3,66.85714285714286,1
566,Grant Hill,/players/h/hillgr01.html,1995,2013,FG,18,203,102,1972-10-05,7,5,0,Hall of Fame,1026,16.7,6.0,4.1,48.3,31.4,76.9,49.2,19.0,99.9,57.0,0
567,Tyrone Hill,/players/h/hillty01.html,1991,2004,F,13,206,108,1968-03-19,1,0,0,0,801,9.4,8.6,0.8,50.2,0.0,64.3,50.2,14.0,56.2,61.61538461538461,1
568,Darnell Hillman,/players/h/hillmda01.html,1972,1980,FC,8,206,97,1949-08-29,0,0,0,0,682,9.8,7.6,1.4,47.7,16.7,62.8,47.7,13.4,31.1,85.25,1
569,Kirk Hinrich,/players/h/hinriki01.html,2004,2016,G,12,193,86,1981-01-02,0,0,0,0,879,10.9,2.9,4.8,41.1,37.5,80.0,48.0,12.8,52.5,73.25,1
570,Roy Hinson,/players/h/hinsoro01.html,1984,1991,FC,7,206,95,1961-05-02,0,0,0,0,507,14.2,6.8,1.0,49.9,0.0,74.1,49.9,14.7,30.2,72.42857142857143,1
572,Craig Hodges,/players/h/hodgecr01.html,1983,1992,G,9,188,86,1960-06-27,0,0,0,0,695,8.5,1.3,2.5,46.1,40.0,82.8,51.6,11.8,27.2,77.22222222222223,1
574,Fred Hoiberg,/players/h/hoibefr01.html,1996,2005,G,9,193,92,1972-10-15,0,0,0,0,541,5.4,2.7,1.6,43.1,39.6,85.4,51.4,13.7,27.6,60.111111111111114,0
575,Lionel Hollins,/players/h/hollili01.html,1976,1985,G,9,190,83,1953-10-19,1,0,2,0,673,11.6,2.4,4.5,44.4,14.9,74.1,44.5,13.0,22.9,74.77777777777777,1
576,Ryan Hollins,/players/h/holliry01.html,2007,2016,C,9,213,108,1984-10-10,0,0,0,0,518,3.7,2.2,0.3,58.4,0.0,64.9,58.4,11.0,10.4,57.55555555555556,0
577,Michael Holton,/players/h/holtomi01.html,1985,1990,G,5,193,83,1961-08-04,0,0,0,0,325,6.2,1.4,3.0,44.1,25.7,80.7,44.9,10.5,4.8,65.0,1
579,Tom Hoover,/players/h/hooveto01.html,1964,1969,C,5,206,104,1941-01-23,0,0,0,0,223,5.9,6.2,1.1,44.7,33.3,62.6,44.8,10.2,7.6,44.6,0
580,Dave Hoppen,/players/h/hoppeda01.html,1988,1993,CF,5,211,106,1964-03-13,0,0,0,0,169,5.0,3.8,0.6,51.8,20.0,75.1,51.9,11.3,3.6,33.8,0
581,Tito Horford,/players/h/horfoti01.html,1989,1994,C,5,216,111,1966-01-19,0,0,0,0,63,1.5,1.3,0.1,30.0,-,62.8,30.0,4.4,-0.5,12.6,0
582,Ron Horn,/players/h/hornro01.html,1962,1968,F,6,201,99,1938-05-24,0,0,0,0,32,2.5,2.4,0.3,29.2,-,69.7,29.2,5.0,-0.3,5.333333333333333,0
583,Jeff Hornacek,/players/h/hornaje01.html,1987,2000,G,13,190,86,1963-05-03,1,0,0,0,1077,14.5,3.4,4.9,49.6,40.3,87.7,53.0,17.7,108.9,82.84615384615384,1
584,Robert Horry,/players/h/horryro01.html,1993,2008,F,15,206,99,1970-08-25,0,0,0,0,1107,7.0,4.8,2.1,42.5,34.1,72.6,48.4,13.4,66.3,73.8,1
585,Eddie House,/players/h/houseed01.html,2001,2011,G,10,185,81,1978-05-14,0,0,0,0,717,7.5,1.7,1.6,40.9,39.0,85.1,49.0,13.2,20.0,71.7,1
586,Allan Houston,/players/h/houstal01.html,1994,2005,G,11,198,90,1971-04-20,2,0,0,0,839,17.3,2.9,2.4,44.4,40.2,86.3,49.8,14.9,55.3,76.27272727272727,1
587,Josh Howard,/players/h/howarjo01.html,2004,2013,FG,9,201,95,1980-04-28,1,0,0,0,507,14.3,5.7,1.6,44.8,33.2,77.0,47.6,16.7,38.0,56.333333333333336,0
588,Juwan Howard,/players/h/howarju01.html,1995,2013,F,18,206,108,1973-02-07,1,0,0,0,1208,13.4,6.1,2.2,46.9,12.0,76.4,46.9,14.6,59.4,67.11111111111111,1
589,Stephen Howard,/players/h/howarst01.html,1993,1998,F,5,206,102,1970-07-15,0,0,0,0,120,2.8,1.4,0.2,48.1,-,63.1,48.1,13.8,1.6,24.0,0
591,Phil Hubbard,/players/h/hubbaph01.html,1980,1989,FC,9,203,97,1956-12-13,0,0,0,0,665,10.9,5.3,1.3,49.5,3.8,70.6,49.5,13.9,29.0,73.88888888888889,1
592,Lester Hudson,/players/h/hudsole01.html,2010,2015,G,5,190,86,1984-08-07,0,0,0,0,57,4.7,1.4,1.2,37.5,27.7,80.6,43.1,13.0,0.2,11.4,0
594,Troy Hudson,/players/h/hudsotr01.html,1998,2008,G,10,185,77,1976-03-13,0,0,0,0,517,9.0,1.7,3.4,40.1,33.9,85.8,45.3,13.1,10.5,51.7,0
595,Kim Hughes,/players/h/hugheki01.html,1976,1981,C,5,211,99,1952-06-04,0,0,0,0,425,3.8,5.6,0.9,47.9,-,39.7,47.9,11.4,13.9,85.0,1
596,Larry Hughes,/players/h/hughela01.html,1999,2012,G,13,196,83,1979-01-23,0,0,0,0,727,14.1,4.2,3.1,40.6,30.9,75.7,43.5,14.9,32.3,55.92307692307692,0
598,Jay Humphries,/players/h/humphja01.html,1985,1995,G,10,190,83,1962-10-17,0,0,0,0,788,11.1,2.5,5.5,47.6,29.7,78.2,49.1,13.9,45.0,78.8,1
600,Les Hunter,/players/h/huntele01.html,1965,1973,FC,8,201,95,1942-08-16,2,0,0,0,468,12.3,6.9,1.6,44.3,19.9,69.9,44.6,14.8,25.5,58.5,0
601,Lindsey Hunter,/players/h/hunteli01.html,1994,2010,G,16,188,77,1970-12-03,0,0,0,0,937,8.5,2.2,2.7,38.8,36.0,74.6,45.8,12.1,32.9,58.5625,0
602,Steven Hunter,/players/h/huntest01.html,2002,2010,C,8,213,99,1981-10-31,0,0,0,0,400,4.5,3.2,0.2,56.0,0.0,48.5,56.0,13.0,10.6,50.0,0
603,Geoff Huston,/players/h/hustoge01.html,1980,1987,G,7,188,79,1957-11-08,0,0,0,0,496,8.8,1.4,5.1,48.3,25.4,70.8,48.5,12.7,11.9,70.85714285714286,1
605,Marc Iavaroni,/players/i/iavarma01.html,1983,1989,F,6,203,95,1956-09-15,0,0,0,0,531,4.4,3.2,1.0,45.9,0.0,71.0,45.9,7.9,8.0,88.5,1
606,Zydrunas Ilgauskas,/players/i/ilgauzy01.html,1998,2011,C,13,221,107,1975-06-05,2,0,0,0,843,13.0,7.3,1.1,47.6,31.0,78.0,47.8,18.5,66.3,64.84615384615384,1
607,Didier Ilunga-Mbenga,/players/m/mbengdj01.html,2005,2011,C,6,213,111,1980-12-30,0,0,0,0,234,1.8,1.5,0.2,47.0,0.0,60.7,47.0,10.8,2.4,39.0,0
609,George Irvine,/players/i/irvinge01.html,1971,1976,FG,5,198,90,1948-02-01,0,0,0,0,325,9.5,3.0,1.3,51.7,27.4,82.6,52.5,14.0,16.0,65.0,1
610,Dan Issel,/players/i/isselda01.html,1971,1985,CF,14,206,106,1948-10-25,7,0,0,Hall of Fame,1218,22.6,9.1,2.4,49.9,20.4,79.3,50.0,21.4,157.8,87.0,1
611,Allen Iverson,/players/i/iversal01.html,1997,2010,G,13,183,74,1975-06-07,11,7,0,Hall of Fame,914,26.7,3.7,6.2,42.5,31.3,78.0,45.2,20.9,99.0,70.3076923076923,1
612,Royal Ivey,/players/i/iveyro01.html,2005,2014,G,9,190,90,1981-12-20,0,0,0,0,492,3.3,1.1,1.0,40.6,36.1,70.6,45.9,8.4,4.5,54.666666666666664,0
613,Warren Jabali,/players/j/jabalwa01.html,1969,1975,GF,6,188,90,1946-08-29,4,0,0,0,447,17.1,6.7,5.3,43.1,31.9,75.6,45.7,16.3,35.1,74.5,1
614,Bobby Jackson,/players/j/jacksbo01.html,1998,2009,G,11,185,83,1973-03-13,0,0,0,0,755,9.7,3.1,2.6,41.7,35.4,79.3,47.0,15.2,31.4,68.63636363636364,1
615,Jaren Jackson,/players/j/jacksja01.html,1990,2002,GF,12,193,86,1967-10-27,0,0,0,0,431,5.5,1.8,1.2,39.1,35.3,76.4,46.9,10.1,11.5,35.916666666666664,0
616,Jermaine Jackson,/players/j/jacksje01.html,2000,2006,G,6,193,92,1976-06-07,0,0,0,0,135,1.9,1.1,1.4,40.1,15.8,71.1,40.8,8.8,1.0,22.5,0
617,Jim Jackson,/players/j/jacksji01.html,1993,2006,G,13,198,99,1970-10-14,0,0,0,0,885,14.3,4.7,3.2,42.8,36.5,82.5,46.7,13.5,35.8,68.07692307692308,1
619,Marc Jackson,/players/j/jacksma02.html,2001,2007,C,6,208,122,1975-01-16,0,0,0,0,387,8.4,4.3,0.8,44.6,22.6,81.4,44.7,14.1,13.0,64.5,1
620,Mark Jackson,/players/j/jacksma01.html,1988,2004,G,16,185,81,1965-04-01,1,0,0,0,1296,9.6,3.8,8.0,44.7,33.2,77.0,48.1,16.0,91.8,81.0,1
621,Phil Jackson,/players/j/jacksph01.html,1968,1980,FC,12,203,99,1945-09-17,0,0,0,Hall of Fame,807,6.7,4.3,1.1,45.3,0.0,73.6,45.3,12.5,29.3,67.25,1
622,Stephen Jackson,/players/j/jacksst02.html,2001,2014,FG,13,203,98,1978-04-05,0,0,0,0,858,15.1,3.9,3.1,41.4,33.3,79.8,47.1,14.3,36.1,66.0,1
623,Casey Jacobsen,/players/j/jacobca01.html,2003,2008,GF,5,198,97,1981-03-19,0,0,0,0,287,5.2,1.8,1.1,39.3,35.2,76.9,48.0,9.2,6.2,57.4,0
624,Henry James,/players/j/jameshe01.html,1991,1998,F,7,203,99,1965-07-29,0,0,0,0,212,6.1,1.5,0.4,41.4,37.8,81.0,48.1,11.3,3.5,30.285714285714285,0
625,Jerome James,/players/j/jamesje01.html,1999,2009,C,10,213,136,1975-11-17,0,0,0,0,358,4.3,3.1,0.3,48.5,0.0,61.7,48.5,10.6,2.9,35.8,0
626,Mike James,/players/j/jamesmi01.html,2002,2014,G,12,188,85,1975-06-23,0,0,0,0,595,9.9,2.2,3.5,41.7,37.9,80.2,48.4,14.0,22.3,49.583333333333336,0
627,Antawn Jamison,/players/j/jamisan01.html,1999,2014,F,15,203,101,1976-06-12,2,0,0,0,1083,18.5,7.5,1.6,45.1,34.6,72.4,48.5,18.1,87.8,72.2,1
628,Marko Jarić,/players/j/jaricma01.html,2003,2009,G,6,201,89,1978-10-12,0,0,0,0,447,7.1,2.7,3.6,40.4,34.4,73.0,45.3,12.0,12.1,74.5,1
629,Jared Jeffries,/players/j/jeffrja01.html,2003,2013,F,10,211,104,1981-11-25,0,0,0,0,629,4.8,4.1,1.3,42.6,25.0,58.3,44.0,9.6,13.1,62.9,1
630,Anthony Johnson,/players/j/johnsan02.html,1998,2010,G,12,190,86,1974-10-02,0,0,0,0,793,5.6,1.7,2.9,41.4,35.6,74.5,45.4,11.2,23.2,66.08333333333333,1
631,Avery Johnson,/players/j/johnsav01.html,1989,2004,G,15,178,79,1965-03-25,0,0,0,0,1054,8.4,1.7,5.5,47.9,14.5,70.6,48.1,14.5,56.5,70.26666666666667,1
632,Buck Johnson,/players/j/johnsbu01.html,1987,1993,F,6,201,86,1964-01-03,0,0,0,0,505,9.1,3.5,1.7,48.8,11.3,73.8,48.8,11.9,20.8,84.16666666666667,1
634,Clemon Johnson,/players/j/johnscl01.html,1979,1988,CF,9,208,108,1956-09-12,0,0,0,0,761,5.4,4.6,1.0,49.2,0.0,62.1,49.2,12.7,25.5,84.55555555555556,1
635,Dennis Johnson,/players/j/johnsde01.html,1977,1990,G,13,193,83,1954-09-18,5,2,9,Hall of Fame,1100,14.1,3.9,5.0,44.5,17.2,79.7,44.8,14.6,82.6,84.61538461538461,1
636,DerMarr Johnson,/players/j/johnsde03.html,2001,2008,F,7,206,91,1980-05-05,0,0,0,0,344,6.2,2.2,0.9,41.1,33.6,78.9,48.5,11.0,6.4,49.142857142857146,0
637,Eddie Johnson,/players/j/johnsed02.html,1978,1987,G,9,188,81,1955-02-24,2,0,2,0,675,15.1,2.3,5.1,47.6,32.6,79.1,48.2,16.0,41.0,75.0,1
638,Eddie Johnson,/players/j/johnsed03.html,1982,1999,FG,17,201,97,1959-05-01,0,0,0,0,1199,16.0,4.0,2.1,47.2,33.5,84.0,48.9,15.9,65.6,70.52941176470588,1
639,Ervin Johnson,/players/j/johnser02.html,1994,2006,C,12,211,111,1967-12-21,0,0,0,0,845,4.1,6.1,0.5,50.5,20.0,60.5,50.6,12.2,37.8,70.41666666666667,1
640,Frank Johnson,/players/j/johnsfr01.html,1982,1994,G,12,185,83,1958-11-23,0,0,0,0,596,8.3,1.7,4.2,43.9,21.8,76.0,44.5,12.7,17.2,49.666666666666664,0
641,George Johnson,/players/j/johnsge02.html,1973,1986,CF,13,211,92,1948-12-18,0,0,0,0,904,4.8,6.5,1.0,45.1,50.0,69.4,45.1,12.4,33.0,69.53846153846153,1
642,George Johnson,/players/j/johnsge03.html,1979,1986,FC,7,201,95,1956-12-08,0,0,0,0,464,9.1,5.6,1.8,46.3,18.9,77.9,46.5,14.0,14.1,66.28571428571429,1
643,Gus Johnson,/players/j/johnsgu01.html,1964,1973,FC,9,198,104,1938-12-13,5,4,2,Hall of Fame,631,16.2,12.1,2.5,44.0,19.0,70.0,44.0,16.7,36.9,70.11111111111111,1
644,John Johnson,/players/j/johnsjo01.html,1971,1982,F,11,201,90,1947-10-18,2,0,0,0,869,12.9,5.5,3.8,44.6,0.0,77.9,44.6,14.1,37.1,79.0,1
645,Kevin Johnson,/players/j/johnske02.html,1988,2000,G,12,185,81,1966-03-04,3,5,0,0,735,17.9,3.3,9.1,49.3,30.5,84.1,50.1,20.7,92.8,61.25,1
646,Larry Johnson,/players/j/johnsla02.html,1992,2001,F,9,198,113,1969-03-14,2,0,0,0,707,16.2,7.5,3.3,48.4,33.2,76.6,50.5,16.3,69.7,78.55555555555556,1
647,Linton Johnson,/players/j/johnsli01.html,2004,2009,F,5,203,92,1980-06-13,0,0,0,0,151,3.9,3.3,0.4,41.6,30.5,69.9,44.4,10.9,2.6,30.2,0
648,Magic Johnson,/players/j/johnsma02.html,1980,1996,GF,16,206,97,1959-08-14,12,10,0,Hall of Fame,906,19.5,7.2,11.2,52.0,30.3,84.8,53.3,24.1,155.8,56.625,0
649,Marques Johnson,/players/j/johnsma01.html,1978,1990,FG,12,201,98,1956-02-08,5,3,0,0,691,20.1,7.0,3.6,51.8,15.2,73.9,51.9,20.1,79.8,57.583333333333336,0
650,Mickey Johnson,/players/j/johnsmi01.html,1975,1986,F,11,208,86,1952-08-31,0,0,0,0,904,14.1,7.2,3.0,44.9,16.5,80.0,45.0,16.9,58.6,82.18181818181819,1
651,Neil Johnson,/players/j/johnsne02.html,1967,1973,FC,6,201,99,1943-04-17,1,0,0,0,380,6.9,5.3,1.7,47.9,16.7,67.3,47.9,14.0,12.6,63.333333333333336,1
652,Ollie Johnson,/players/j/johnsol01.html,1973,1982,F,9,198,90,1949-05-11,0,0,0,0,690,7.7,3.3,1.8,49.6,15.0,82.7,49.6,12.8,27.0,76.66666666666667,1
653,Steve Johnson,/players/j/johnsst03.html,1982,1991,CF,9,208,106,1957-11-03,1,0,0,0,626,11.7,5.5,1.2,57.2,0.0,63.4,57.2,15.3,26.9,69.55555555555556,1
654,Stew Johnson,/players/j/johnsst01.html,1968,1976,FC,8,203,99,1944-08-19,3,0,0,0,647,16.3,6.6,1.5,42.3,30.8,78.8,43.5,15.0,11.8,80.875,1
655,Vinnie Johnson,/players/j/johnsvi01.html,1980,1992,G,12,188,90,1956-09-01,0,0,0,0,984,12.0,3.2,3.3,46.4,25.4,74.0,46.8,15.2,50.8,82.0,1
657,Bobby Jones,/players/j/jonesbo01.html,1975,1986,F,11,206,95,1951-12-18,5,0,11,Hall of Fame,941,12.1,6.1,2.7,56.0,0.0,76.6,56.0,18.2,94.1,85.54545454545455,1
658,Caldwell Jones,/players/j/jonesca01.html,1974,1990,CF,16,211,98,1950-08-04,1,0,2,0,1299,7.9,8.2,1.4,47.4,12.3,75.6,47.5,12.1,66.2,81.1875,1
